You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : OYSTER, EASTERN,,,,
2014,California,"OYSTER, EASTERN",0.60,1349.00,30940.00
2014,Delaware,"OYSTER, EASTERN",33.30,73423.00,419560.00
2014,Florida East Coast,"OYSTER, EASTERN",26.50,58366.00,270802.00
2014,Florida West Coast,"OYSTER, EASTERN",343.40,757055.00,4177778.00
2014,Georgia,"OYSTER, EASTERN",11.90,26260.00,149895.00
2014,Louisiana,"OYSTER, EASTERN",5757.10,12692040.00,67481540.00
2014,Maine,"OYSTER, EASTERN",31.00,68418.00,2997655.00
2014,Maryland,"OYSTER, EASTERN",542.60,1196279.00,15686743.00
2014,Massachusetts,"OYSTER, EASTERN",201.30,443705.00,19575343.00
2014,Mississippi,"OYSTER, EASTERN",145.50,320752.00,1685120.00
2014,New York,"OYSTER, EASTERN",191.20,421555.00,9371831.00
2014,North Carolina,"OYSTER, EASTERN",330.10,727774.00,4544233.00
2014,Rhode Island,"OYSTER, EASTERN",92.00,202826.00,5094248.00
2014,South Carolina,"OYSTER, EASTERN",2378.90,5244490.00,2242136.00
2014,Texas,"OYSTER, EASTERN",1872.90,4128910.00,19221247.00
2014,Virginia,"OYSTER, EASTERN",1707.70,3764811.00,29098572.00
2014,Washington,"OYSTER, EASTERN",3.50,7699.00,91522.00
2015,Alabama,"OYSTER, EASTERN",14.10,31190.00,291367.00
2015,Delaware,"OYSTER, EASTERN",27.80,61222.00,358160.00
2015,Florida East Coast,"OYSTER, EASTERN",26.20,57653.00,286133.00
2015,Florida West Coast,"OYSTER, EASTERN",382.70,843774.00,4599444.00
2015,Georgia,"OYSTER, EASTERN",14.80,32580.00,203969.00
2015,Louisiana,"OYSTER, EASTERN",6571.60,14487676.00,85090378.00
2015,Maine,"OYSTER, EASTERN",46.70,102977.00,4309431.00
2015,Maryland,"OYSTER, EASTERN",540.20,1190857.00,15092751.00
2015,Massachusetts,"OYSTER, EASTERN",269.20,593469.00,22741520.00
2015,Mississippi,"OYSTER, EASTERN",82.60,182032.00,969057.00
2015,New York,"OYSTER, EASTERN",109.40,241145.00,6196465.00
2015,North Carolina,"OYSTER, EASTERN",286.20,631036.00,3898145.00
2015,Rhode Island,"OYSTER, EASTERN",98.30,216769.00,5412330.00
2015,South Carolina,"OYSTER, EASTERN",2295.60,5060875.00,2252278.00
2015,Texas,"OYSTER, EASTERN",719.80,1586890.00,8253552.00
2015,Virginia,"OYSTER, EASTERN",2074.80,4574151.00,36266839.00
2015,Washington,"OYSTER, EASTERN",23.90,52673.00,626139.00
2016,Alabama,"OYSTER, EASTERN",23.40,51534.00,589845.00
2016,Delaware,"OYSTER, EASTERN",32.80,72240.00,498499.00
2016,Florida East Coast,"OYSTER, EASTERN",23.00,50696.00,263404.00
2016,Florida West Coast,"OYSTER, EASTERN",386.90,852967.00,4036444.00
2016,Georgia,"OYSTER, EASTERN",8.60,18994.00,116706.00
2016,Louisiana,"OYSTER, EASTERN",5467.30,12053244.00,68540378.00
2016,Maine,"OYSTER, EASTERN",52.20,115127.00,4757375.00
2016,Maryland,"OYSTER, EASTERN",402.30,886953.00,12264902.00
2016,Massachusetts,"OYSTER, EASTERN",278.20,613247.00,22521025.00
2016,Mississippi,"OYSTER, EASTERN",111.30,245272.00,1088089.00
2016,New York,"OYSTER, EASTERN",164.70,363089.00,1915549.00
2016,North Carolina,"OYSTER, EASTERN",296.60,653895.00,4045583.00
2016,Rhode Island,"OYSTER, EASTERN",92.60,204219.00,5298624.00
2016,South Carolina,"OYSTER, EASTERN",2168.30,4780320.00,2317703.00
2016,Texas,"OYSTER, EASTERN",1418.50,3127173.00,17129313.00
2016,Virginia,"OYSTER, EASTERN",1852.10,4083231.00,33837365.00
